Individual_number,Species,Locality,Data,Year,Month,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,
918,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.28,1.17,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
919,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.56,1.16,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
920,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.4,1.56,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
921,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.94,1.47,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
922,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.96,0.91,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
923,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.04,2.6,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
924,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.1,1.2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
925,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.38,1.96,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
926,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.53,2.1,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
927,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.22,0.98,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
928,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.7,1.24,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
929,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.43,0.86,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
930,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.58,2.36,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
931,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.81,2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
932,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.72,2.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
933,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.65,3.83,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
934,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.8,3.3,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
935,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,25.39,5.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
936,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.36,2.94,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
937,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.26,3.06,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
938,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.43,2.37,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
939,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.61,2.93,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
940,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.98,2.2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
941,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.12,1.96,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
942,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.96,1.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
943,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.76,2.26,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
944,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.21,2.24,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
945,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.76,2.54,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
946,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.52,2.64,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
947,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.29,1.67,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
948,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.72,2.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
949,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.97,2.54,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
950,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.75,2.24,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
951,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,22.11,4.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
952,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.21,2.66,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
953,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.99,3.1,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
954,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.76,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
955,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.71,1.51,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
956,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.26,1.73,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
957,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,24.64,5.25,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
958,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,22.2,3.43,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
959,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.12,1.99,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
960,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.8,2.83,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
961,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.26,2.45,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
962,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.94,2.51,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
963,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.63,2.18,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
964,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.58,1.73,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
965,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.93,2.45,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
966,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.67,1.56,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
967,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.69,2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
968,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.24,1.44,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
969,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.76,2.72,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
970,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.02,1.76,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
971,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.93,2.51,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
972,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.46,2.05,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
973,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.27,2.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
974,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.39,0.61,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
975,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.99,2.87,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
976,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.32,2.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
977,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.51,2.38,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
978,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.64,1.97,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
979,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.45,2.17,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
980,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.54,3.46,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
981,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.31,2.08,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
982,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.25,2.43,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
983,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.97,1.53,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
984,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.26,1.8,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
985,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.72,2.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
986,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.3,2.03,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
987,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.46,1.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
988,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.25,2.08,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
989,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.36,2.23,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
990,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.3,1.39,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
991,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.7,1.79,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
992,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.65,3.67,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
993,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.26,3.01,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
994,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.7,1.16,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
995,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.99,1.62,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
996,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.91,2.37,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
997,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.94,1.43,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
998,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.23,2.32,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
999,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.16,1.47,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1000,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.61,1.33,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1001,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.14,2.54,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1002,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.53,1.1,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1003,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.26,1.31,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1004,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.31,1.92,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1005,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.25,1.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1006,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,25.02,5.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1007,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,23.57,4.83,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1008,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.44,1.37,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1009,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.49,1.47,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1010,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.29,1.31,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1011,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.53,3.53,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1012,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.82,3.58,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1013,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.43,2.71,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1014,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.03,1.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1015,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.55,2.21,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1016,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.1,2.21,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1017,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.84,1.5,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1018,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.17,1.74,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1019,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.22,1.81,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1020,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.71,1.74,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1021,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.01,2.48,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1022,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.04,1.81,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1023,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.69,1.57,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1024,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.16,1.76,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1025,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.21,1.34,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1026,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.41,1.84,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1027,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.98,1.28,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1028,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.56,1.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1029,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.74,1.3,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1030,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.15,2.61,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1031,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.77,2.41,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1032,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.3,2.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1033,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.88,1.65,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1034,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.49,1.96,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1035,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.24,1.46,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1036,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.3,1.51,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1037,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.54,1.25,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1038,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.02,1.23,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1039,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.06,1.78,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1040,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.62,1.26,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1041,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.2,1.71,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1042,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.03,2.95,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1043,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.16,1.38,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1044,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.96,1.34,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1045,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.56,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1046,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.49,2.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1047,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.13,2.15,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1048,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.82,1.51,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1049,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.16,1.28,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1050,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.85,1.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1051,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.11,1.49,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1052,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.66,1.17,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1053,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,23.08,5.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1054,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.07,2.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1055,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.3,1.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1056,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.67,2.2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1057,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.71,1.64,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1058,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.34,1.58,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1059,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.03,1.62,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1060,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.34,2.26,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1061,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.67,0.87,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1062,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.22,1.61,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1063,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.8,1.84,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1064,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.55,2.91,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1065,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.77,2.6,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1066,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.82,2.77,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1067,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.27,2.03,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1068,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.09,3.23,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1069,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.5,1.27,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1070,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.05,1.51,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1071,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.41,1.38,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1072,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.3,1.73,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1073,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.44,2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1074,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.56,2.94,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1075,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.77,0.96,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1076,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.28,1.35,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1077,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.34,1.13,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1078,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.08,2.77,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1079,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.7,1.81,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1080,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.23,2.25,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1081,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.62,1.93,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1082,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.31,1.21,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1083,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.75,1.09,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1084,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.98,1.63,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1085,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.96,2.7,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1086,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.82,1.47,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1087,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.17,1.92,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1088,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.74,2.35,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1089,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.02,2.62,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1090,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.47,2.6,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1091,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,22.11,3.8,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1092,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.53,3.38,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1093,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.38,2.25,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1094,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.25,2.83,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1095,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.44,2.01,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1096,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.41,2.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1097,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.31,1.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1098,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.25,2.18,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1099,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.76,2.49,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1100,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.79,1.57,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1101,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.87,1.87,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1102,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.03,1.75,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1103,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.77,2.95,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1104,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.25,0.93,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1105,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.02,1.31,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1106,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.24,1.2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
